Designator,Mid X,Mid Y,Rotation,Layer
D1,157.48,-78.01102,180.0,top
DCDC1,144.355,-118.0,0.0,top
J1,148.42,-129.5,0.0,top
J2,171.277508,-96.988388,90.0,top
J3,152.743384,-106.026665,0.0,top
J4,161.4035,-107.1085,180.0,bottom
J5,160.02,-79.248,0.0,top
J6,148.59,-76.5,0.0,top
Q1,154.2152,-120.5,90.0,top
Q2,158.7152,-120.4375,90.0,top
R1,154.1804,-124.0,270.0,top
R2,158.75,-124.0,90.0,top
R3,160.1928,-77.216,90.0,top
R4,151.13,-122.8548,0.0,top
